shot,time,dip_dt,li,kappa,dli_dt,ip,ip_MA,Li,vc_minus_vb,Vind
1150728025,1.2000000476837158,-1182811.0827073,1.44899094104767,1.72216415405273,0.410380127851704,-812848.907088551,-0.812848907088551,6.190909441898389e-07,-0.0002872479371630113,0.013819111474974869
1150728025,1.2200000286102295,-780337.445007452,1.45132446289062,1.71995198726654,0.225022649786615,-813006.40625,-0.81300640625,6.200879568005561e-07,0.1191192274849308,-0.05230666076579666
1150728025,1.2400000095367432,-1957328.63457277,1.4579918384552,1.71150016784668,0.0368059032496483,-813162.96875,-0.8131629687499999,6.229366370211238e-07,0.03329445436166441,-0.022291518949779644
1150728025,1.2599999904632568,-1560366.0738975,1.45279669761658,1.71238625049591,-0.301474620318051,-813939.6875,-0.8139396875,6.207169788052794e-07,-0.023240794970471598,0.007601292994301488
1150728025,1.2799999713897705,0.0,1.44593286514282,1.71688687801361,-0.000876189113797296,-813782.09375,-0.81378209375,6.177843610734746e-07,-0.04340817178934098,0.028205411446359695
1150728025,1.2999999523162842,783109.921792496,1.45276165008545,1.71596074104309,0.0537006958828175,-811905.3125,-0.8119053125,6.207020045162593e-07,-0.043555987944157076,0.02987007056361647
1150728025,1.3200000524520874,-392236.419770952,1.44808089733124,1.72490644454956,0.162532596224053,-812376.030635063,-0.8123760306350629,6.187021220048974e-07,0.06251618533822667,-0.02397101650854763
1150728025,1.340000033378601,782449.055536153,1.45926296710968,1.71701526641846,0.067877834203562,-812374.813282648,-0.8123748132826479,6.234797351293284e-07,-0.003374934254022993,-0.002319766973042319
1150728025,1.3600000143051147,1565754.0117939,1.45079600811005,1.70655107498169,-0.233048422859595,-812681.96875,-0.81268196875,6.198621710072867e-07,0.020374051823101983,-0.01500580714633179
1150728025,1.3799999952316284,1179491.51981868,1.44994103908539,1.71669614315033,0.386426221300336,-813309.28125,-0.81330928125,6.194968798479457e-07,0.032021368697771085,-0.011860673514868076
1150728025,1.399999976158142,2350859.89988081,1.46625304222107,1.71303904056549,0.0880510454664664,-811590.09375,-0.8115900937499999,6.264662908613742e-07,0.010365623667103224,-0.002692536502011733
1150728025,1.4199999570846558,1570716.16341504,1.45346307754517,1.73268270492554,0.0940469981671609,-812217.40625,-0.8122174062499999,6.210016940284688e-07,0.0448374527702984,0.012844559709676406
1150728025,1.440000057220459,1182187.56041775,1.47001492977142,1.72170460224152,0.350081211163927,-806574.499702026,-0.806574499702026,6.280735821490605e-07,-0.0689979317460051,0.07224495452628804
1150728025,1.4600000381469727,1172647.43405147,1.46746635437012,1.71159088611603,0.425231862289297,-804381.564102564,-0.804381564102564,6.269846864859938e-07,0.08360236237047863,0.012470303926507326
1150728025,1.4800000190734863,-388764.382141113,1.48702418804169,1.70579636096954,0.448397229573469,-801873.46875,-0.80187346875,6.353409000212457e-07,0.018578032189066677,0.025341521123588544
1150728025,1.5,-785376.963633877,1.48540222644806,1.71275436878204,0.715113368142479,-800002.78125,-0.80000278125,6.346479062239801e-07,0.24893387404168577,-0.11141660689250478
1150728025,1.5199999809265137,-1171524.34803337,1.51562869548798,1.71513283252716,0.220224471306297,-801878.5625,-0.8018785625,6.475623646428292e-07,0.0034287711361818776,0.017378414151788407
1150728025,1.5399999618530273,-782994.814216769,1.49421119689941,1.69499731063843,-0.581682283098491,-798246.75,-0.79824675,6.384115969963487e-07,-0.02355901263017507,0.04375710814062708
1150728025,1.559999942779541,-780221.569116594,1.49236142635345,1.66817665100098,-0.0526576167131085,-793959.875,-0.793959875,6.376212703204586e-07,-0.24197503552461888,0.17515136413704643
1150728025,1.5800000429153442,-1166945.46594613,1.49210488796234,1.64947736263275,0.028225722332325,-791689.061493739,-0.791689061493739,6.375116625994756e-07,-0.10134099062184317,0.09928165293180652
1150728025,1.600000023841858,7113.8085819633,1.49349045753479,1.62710571289062,1.19228178718737,-789099.718545021,-0.789099718545021,6.381036563452948e-07,0.0404818642717655,0.09024121853401577
1150728025,1.6200000047683716,1575794.98252444,1.5397961139679,1.61229395866394,1.27125801683237,-773659.53125,-0.77365953125,6.578880537148027e-07,-0.19503350086882554,0.33857852022108076
1150728025,1.6399999856948853,2742551.9351808,1.54434072971344,1.60107219219208,0.871906515985981,-747717.6875,-0.7477176875,6.598297707905852e-07,-0.35860194931993394,0.5757456150285035
1150728025,1.659999966621399,3138697.91656734,1.57467234134674,1.58465194702148,1.76043730249212,-717547.46875,-0.71754746875,6.727891520764903e-07,-0.639853234342172,0.8501422464127849
1150728025,1.6675000190734863,2353203.2610250297,1.5927528142929075,1.5824999809265137,2.6505055888251547,-703104.0,-0.703104,6.805141534899211e-07,-0.3628059429185316,0.7831551973546907
1150728025,1.6684999465942383,-777527.2276519665,1.597201585769653,1.5853290557861328,-0.40346903498837694,-701221.0,-0.701221,6.824149204692039e-07,-1.0595059546950065,1.1405284864945293
