shot,time,dip_dt,li,kappa,dli_dt,ip,ip_MA,Li,vc_minus_vb,Vind
1051130020,1.2000000476837158,-399657.71875,1.0818781852722168,1.6777113676071167,1.274815559387207,-1160807.75,-1.16080775,4.622395960145145e-07,0.49517670814950776,-0.2689558631387754
1051130020,1.2200000286102295,-2499.585205078125,1.0748220682144165,1.6952394247055054,-0.7537193298339844,-1177565.0,-1.177565,4.592248234249294e-07,0.3237230166305323,-0.2110350956534278
1051130020,1.2400000095367432,386302.5625,1.051729440689087,1.716164231300354,-0.8945354223251343,-1187583.5,-1.1875835,4.4935834588287957e-07,-0.18368676893255498,0.002961881990470714
1051130020,1.2599999904632568,-388685.53125,1.0390406847000122,1.7239900827407837,-0.5493825078010559,-1184133.75,-1.18413375,4.4393699112948755e-07,-0.336746040723654,0.14647834181223157
1051130020,1.2799999713897705,-388958.375,1.0297541618347168,1.7262076139450073,-0.7017768025398254,-1183354.0,-1.183354,4.399692629359908e-07,-0.3802816256047364,0.20856511062954355
1051130020,1.2999999523162842,-2656.600830078125,1.010969638824463,1.7257431745529175,-0.9849305152893066,-1182575.25,-1.18257525,4.3194345148532326e-07,-0.44077064512087905,0.23596720140396885
1051130020,1.3200000524520874,1177418.75,0.9903568625450134,1.7277060747146606,-0.6754876375198364,-1179762.0,-1.179762,4.231365067572965e-07,-0.44011387951011266,0.24762222655842167
1051130020,1.340000033378601,1173667.375,0.9839500784873962,1.7171152830123901,0.3341335356235504,-1175525.375,-1.1755253749999999,4.2039916597821423e-07,-0.14509004717983437,0.1141148634313507
1051130020,1.3600000143051147,-788072.0625,1.0037221908569336,1.7031831741333008,1.018183946609497,-1170822.25,-1.1708222499999998,4.2884693150160255e-07,0.2133172480668092,-0.07044639393370478
1051130020,1.3799999952316284,-1568098.875,1.0246773958206177,1.703763484954834,0.9408393502235413,-1169571.75,-1.16957175,4.37800181145302e-07,0.4496843391662331,-0.2104344070943205
1051130020,1.399999976158142,-2350547.5,1.0413557291030884,1.7017834186553955,0.28769996762275696,-1171449.5,-1.1714495,4.4492610913205113e-07,0.2696194542121892,-0.1343439800804175
1051130020,1.4199999570846558,-394270.03125,1.036185383796692,1.7077348232269287,0.1263943761587143,-1170672.75,-1.17067275,4.4271704497102185e-07,0.18240544481223156,-0.09180265309411834
1051130020,1.440000057220459,394461.1875,1.0464115142822266,1.7144601345062256,0.7677152156829834,-1169734.25,-1.1697342499999999,4.470862267225107e-07,0.18294359077945077,-0.0767591710946882
1051130020,1.4600000381469727,783382.75,1.0668940544128418,1.7079825401306152,0.9286472201347351,-1167536.0,-1.167536,4.558375271962738e-07,0.3432989930157852,-0.1464992694227115
1051130020,1.4800000190734863,399542.90625,1.083557367324829,1.719003438949585,0.9583601355552673,-1164087.75,-1.16408775,4.6295703763058613e-07,0.3832366129037985,-0.13979787889949744
1051130020,1.5,1174296.875,1.1052284240722656,1.6980936527252197,-0.044050853699445724,-1156421.75,-1.15642175,4.722161396741514e-07,-0.0034267917831350228,0.06568029163960637
1051130020,1.5199999809265137,3138385.5,1.081795334815979,1.7051283121109009,-0.054508499801158905,-1151100.25,-1.15110025,4.6220419761020034e-07,-0.29818993381418724,0.37510410765499147
1051130020,1.5399999618530273,2734895.5,1.1030480861663818,1.6875017881393433,1.2447041273117065,-1106453.25,-1.10645325,4.712845759116958e-07,-0.6433694191068707,0.7379124985915851
1051130020,1.559999942779541,3525350.5,1.1315834522247314,1.6514413356781006,0.8632851243019104,-1051753.125,-1.0517531249999998,4.834764994188871e-07,-0.7854013293098473,0.9973366868790644
1051130020,1.5800000429153442,1181874.375,1.1375795602798462,1.6205066442489624,0.8714210987091064,-1000175.4375,-1.0001754375,4.860383761650739e-07,-0.8303852832234969,1.0561348360900185
1051130020,1.600000023841858,788539.75,1.1664403676986694,1.6059507131576538,1.0231176614761353,-949212.875,-0.949212875,4.983693466417296e-07,-0.9460724571717402,1.1035864575601881
1051130020,1.6200000047683716,3924386.0,1.178504228591919,1.5881186723709106,0.2686443626880646,-899167.1875,-0.8991671874999999,5.035237108405676e-07,-0.9842786347125511,1.1164471070945796
1051130020,1.6399999856948853,1959635.625,1.177186131477356,1.5719746351242065,0.7832654118537903,-850814.5,-0.8508144999999999,5.029605451477588e-07,-1.0179536922361916,1.145445724306308
1051130020,1.659999966621399,3138385.5,1.2098348140716553,1.5713746547698975,1.551271915435791,-798856.6875,-0.7988566874999999,5.169099102964772e-07,-1.0041918714775309,1.1709402347170388
1051130020,1.6799999475479126,1572942.125,1.2392369508743286,1.5548759698867798,2.2539420127868652,-743926.0625,-0.7439260624999999,5.294721673256377e-07,-0.7906176547648681,1.1106394259521482
1051130020,1.7000000476837158,-384221.84375,1.2999926805496216,1.5336703062057495,2.15142822265625,-690097.5,-0.6900974999999999,5.554304538711865e-07,-0.8965206616946091,1.1812375765605665
1051130020,1.7200000286102295,1188789.5,1.3252942562103271,1.5152275562286377,2.702316999435425,-638926.5,-0.6389265,5.662407190850955e-07,-0.665054693702007,1.0657764216497791
1051130020,1.735700011253357,3142904.25,1.3964653015136719,1.514143466949463,4.477043151855469,-600618.0,-0.600618,5.966490179830634e-07,-0.9725661953653185,1.3767439217521904
1051130020,1.7367000579833984,782682.625,1.400061011314392,1.513292908668518,4.2498064041137695,-596541.875,-0.596541875,5.981853087302995e-07,-0.6924005749869152,1.2464685426218873
1051130020,1.7376999855041504,6261773.5,1.404964804649353,1.5106134414672852,5.331465721130371,-594030.5625,-0.5940305625,6.002804868020532e-07,-0.42519175001183546,1.0283288316777563
1051130020,1.738700032234192,1576913.125,1.4107238054275513,1.507856845855713,-8.165762901306152,-592456.625,-0.592456625,6.027410578990588e-07,-2.392163613605194,1.9154710862436672
