iter,train_loss
203,0.14476983
204,0.14476983
205,0.14476983
206,0.1451257
207,0.14467332
208,0.14451605
209,0.14370279
210,0.1438782
211,0.14371206
212,0.14313295
213,0.14298159
214,0.14297614
215,0.14261562
216,0.14224157
217,0.14213568
218,0.14200228
219,0.14166181
220,0.14136116
221,0.14122851
222,0.14104483
223,0.14073236
224,0.14047621
225,0.14031918
226,0.14009935
227,0.13981365
228,0.13957542
229,0.13939081
230,0.13916348
231,0.1388888
232,0.13867044
233,0.13846876
234,0.1382197
235,0.1379745
236,0.1377528
237,0.13753678
238,0.13728575
239,0.13704973
240,0.1368323
241,0.13660322
242,0.13637027
243,0.13612333
244,0.13590351
245,0.13566834
246,0.13542113
247,0.13519138
248,0.13495673
249,0.13471852
250,0.13449128
251,0.1342496
252,0.13400838
253,0.13377568
254,0.1335443
255,0.1335443
256,0.1335443
257,0.13511308
258,0.13316646
259,0.1344191
260,0.13381873
261,0.13284108
262,0.13290462
263,0.13325591
264,0.13295412
265,0.13240069
266,0.1322263
267,0.13234721
268,0.13229369
269,0.13195841
270,0.13166738
271,0.13159032
272,0.13158235
273,0.131419
274,0.13115303
275,0.13095826
276,0.13090082
277,0.13081355
278,0.13061538
279,0.13037698
280,0.13023455
281,0.13015307
282,0.13002597
283,0.12981187
284,0.12960997
285,0.12947659
286,0.12936896
287,0.1292027
288,0.12900229
289,0.12883104
290,0.12869316
291,0.12855461
292,0.12835687
293,0.12817454
294,0.12801234
295,0.1278628
296,0.1276777
297,0.12749593
298,0.12732169
299,0.1271565
300,0.12697017
301,0.12678482
302,0.12660073
303,0.12642936
304,0.12624788
305,0.1260529
306,0.1260529
307,0.1260529
308,0.12679741
309,0.1257415
310,0.12636928
311,0.12563078
312,0.12518194
313,0.12541604
314,0.12531532
315,0.124846056
316,0.1245996
317,0.12464261
318,0.12454309
319,0.124221
320,0.123962015
321,0.12388455
322,0.123804815
323,0.12357025
324,0.123317845
325,0.12316318
326,0.12306405
327,0.1228852
328,0.122640334
329,0.122451544
330,0.122321844
331,0.122157685
332,0.12193733
333,0.12172295
334,0.12156595
335,0.12139648
336,0.121190384
337,0.120970875
338,0.120790504
339,0.12061027
340,0.12041078
341,0.12019813
342,0.12000036
343,0.119809866
344,0.11959899
345,0.119385675
346,0.1191699
347,0.11897216
348,0.118757844
349,0.11847665
350,0.118316315
351,0.11810962
352,0.11789183
353,0.11765838
354,0.11744667
355,0.11722035
356,0.11699619
357,0.11699619
358,0.11699619
359,0.1180461
360,0.116565935
361,0.11732099
362,0.11693109
363,0.11615302
364,0.11604353
365,0.116238184
366,0.11604246
367,0.11557164
368,0.11528738
369,0.11527365
370,0.11523389
371,0.11497192
372,0.11465783
373,0.11447221
374,0.114386156
375,0.114263326
376,0.11401761
377,0.11377133
378,0.11360469
379,0.11347405
380,0.11331133
381,0.11308951
382,0.11286772
383,0.11269838
384,0.11253966
385,0.11235101
386,0.11213755
387,0.111942835
388,0.11176052
389,0.11158111
390,0.11138324
391,0.11117958
392,0.11098694
393,0.11080241
394,0.11061151
395,0.11040144
396,0.11020054
397,0.11000807
398,0.10981495
399,0.10960166
400,0.10939764
401,0.10919938
402,0.109003834
403,0.10880509
404,0.10858411
405,0.10839247
406,0.10819515
407,0.10798814
408,0.10798814
409,0.10798814
410,0.10873227
411,0.107598275
412,0.10814281
413,0.10777652
414,0.107157074
415,0.10707803
416,0.107192695
417,0.106966466
418,0.10656197
419,0.10634169
420,0.10632516
421,0.10623936
422,0.1059785
423,0.10569749
424,0.10554514
425,0.1054632
426,0.10532279
427,0.10509511
428,0.10486044
429,0.10472545
430,0.104594775
431,0.10443901
432,0.10422819
433,0.10403399
434,0.10388651
435,0.103750326
436,0.10356986
437,0.1033779
438,0.103204064
439,0.10305153
440,0.10290201
441,0.102717414
442,0.10253571
443,0.102371536
444,0.10222461
445,0.10206344
446,0.10187975
447,0.101710126
448,0.10155274
449,0.1013996
450,0.10123058
451,0.10106538
452,0.10090467
453,0.10075047
454,0.10058657
455,0.10042685
456,0.10027352
457,0.10012087
458,0.09996432
459,0.09996432
460,0.09996432
461,0.100600615
462,0.09968576
463,0.10014654
464,0.09988965
465,0.09940321
466,0.099341035
467,0.09946052
468,0.09931017
469,0.09900885
470,0.098839626
471,0.0988495
472,0.0988152
473,0.09863426
474,0.09842699
475,0.09832171
476,0.09828514
477,0.09819768
478,0.09804343
479,0.09788455
480,0.097794935
481,0.09772568
482,0.09762824
483,0.097494625
484,0.09736255
485,0.0972641
486,0.097189456
487,0.09708357
488,0.09695671
489,0.0968422
490,0.09676505
491,0.09667427
492,0.096567154
493,0.09645739
494,0.09635705
495,0.09626786
496,0.0961731
497,0.096072264
498,0.09597866
499,0.095891275
500,0.09580267
501,0.09570573
502,0.09561389
503,0.09552403
504,0.09544254
505,0.09535775
506,0.09526704
507,0.09518338
508,0.095099695
509,0.09502037
510,0.09502037
511,0.09502037
512,0.09574825
513,0.09487267
514,0.09530668
515,0.095250696
516,0.0948378
517,0.094703585
518,0.09483802
519,0.09486369
520,0.09469455
521,0.094515316
522,0.09447207
523,0.09451226
524,0.09449401
525,0.09439875
526,0.09427508
527,0.094213516
528,0.09420771
529,0.09418682
530,0.094123945
531,0.09403383
532,0.09397235
533,0.09393496
534,0.09391426
535,0.09386915
536,0.09380199
537,0.09374004
538,0.093694456
539,0.09366992
540,0.09362096
541,0.093563534
542,0.09350502
543,0.09346214
544,0.09342277
545,0.09337307
546,0.09333057
547,0.09327666
548,0.093235865
549,0.093202636
550,0.09316424
551,0.09310068
552,0.093053855
553,0.09303234
554,0.09299024
555,0.09294651
556,0.09290191
557,0.092836305
558,0.09278696
559,0.09276033
560,0.09271422
561,0.09271422
562,0.09271422
563,0.09330479
564,0.09265149
565,0.09294275
566,0.09293527
567,0.092692174
568,0.09258255
569,0.09259893
570,0.092659764
571,0.09261569
572,0.092523135
573,0.092439935
574,0.09240351
575,0.09241088
576,0.09240931
577,0.09238455
578,0.09227865
579,0.092223294
580,0.09220775
581,0.092216566
582,0.092187986
583,0.09213253
584,0.09208419
585,0.09204976
586,0.092032015
587,0.09202377
588,0.091994785
589,0.09195385
590,0.0919188
591,0.09188553
592,0.091864794
593,0.091835685
594,0.09180812
595,0.09176158
596,0.09172952
597,0.09169696
598,0.09167494
599,0.0916405
600,0.09159402
601,0.09155745
602,0.09152145
603,0.091502994
604,0.0914709
605,0.09143755
606,0.0914018
607,0.0913747
608,0.091345206
609,0.09131506
610,0.09128616
611,0.09124912
612,0.09124912
613,0.09124912
614,0.09144017
615,0.0912664
616,0.091291904
617,0.09122619
618,0.091192536
619,0.09111976
620,0.09110102
621,0.091138214
622,0.09106212
623,0.09101223
624,0.09097911
625,0.09099314
626,0.090979405
627,0.0909241
628,0.09089036
629,0.09086227
630,0.09084261
631,0.090826936
632,0.090801395
633,0.0907652
634,0.09072319
635,0.0906386
636,0.09068695
637,0.090657994
638,0.09062361
639,0.09059347
640,0.090572074
641,0.09054456
642,0.09051211
643,0.090482794
644,0.09045399
645,0.09042362
646,0.09039734
647,0.090371415
648,0.090336576
649,0.090296775
650,0.09027752
651,0.090251885
652,0.09023026
653,0.09019462
654,0.09016567
655,0.09013572
656,0.09010795
657,0.09007055
658,0.090048775
659,0.09001552
660,0.08998988
661,0.08996479
662,0.08992891
663,0.08992891
664,0.08992891
665,0.08996331
666,0.0899653
667,0.08990956
668,0.089881696
669,0.08980549
670,0.089798264
671,0.08980646
672,0.08975741
673,0.08970063
674,0.08971374
675,0.089699164
676,0.0896537
677,0.08962501
678,0.089609526
679,0.08958418
680,0.089564316
681,0.089543566
682,0.08950917
683,0.089477584
684,0.08946298
685,0.08944592
686,0.08941142
687,0.08938346
688,0.089360565
689,0.08933753
690,0.08931356
691,0.08928496
692,0.08922721
693,0.08921574
694,0.08919149
695,0.08916917
696,0.0891399
697,0.08911439
698,0.08908863
699,0.089067176
700,0.08903844
701,0.089020595
702,0.088984974
703,0.088960744
704,0.08892881
705,0.0889093
706,0.08887826
707,0.08885713
708,0.08882516
709,0.08879507
710,0.08876548
711,0.088731684
712,0.088706195
713,0.08867797
714,0.08867797
715,0.08867797
716,0.08884769
717,0.08868385
718,0.0887459
719,0.08865889
720,0.088623464
721,0.08860432
722,0.08858245
723,0.08858002
724,0.08855676
725,0.08850303
726,0.08847803
727,0.08849002
728,0.08848796
729,0.08843958
730,0.08839758
731,0.08839342
732,0.088386334
733,0.08837135
734,0.088329986
735,0.08831023
736,0.08829423
737,0.08826958
738,0.08826205
739,0.08823807
740,0.08821201
741,0.08818835
742,0.088168696
743,0.08815028
744,0.088128
745,0.088098995
746,0.08807861
747,0.08805757
748,0.088033676
749,0.08801119
750,0.08798959
751,0.08796285
752,0.087939255
753,0.08791893
754,0.087891124
755,0.087869845
756,0.08784458
757,0.08782124
758,0.08780169
759,0.08776686
760,0.08774972
761,0.08772218
762,0.08769437
763,0.08767047
764,0.08765054
765,0.08765054
766,0.08765054
767,0.08788198
768,0.08762232
769,0.08781671
770,0.08766542
771,0.08754711
772,0.087612465
773,0.087650746
774,0.0875534
775,0.08748137
776,0.087494
777,0.08753051
778,0.08749364
779,0.08742689
780,0.0874097
781,0.087419145
782,0.08741704
783,0.08737554
784,0.08732781
785,0.08733098
786,0.08733041
787,0.087301776
788,0.08726511
789,0.08723891
790,0.08723412
791,0.087221086
792,0.08719949
793,0.08717075
794,0.08715777
795,0.08714316
796,0.08711415
797,0.08709546
798,0.087074175
799,0.087056406
800,0.08703061
801,0.08701548
802,0.08698794
803,0.08697349
804,0.0869503
805,0.08692804
806,0.08690874
807,0.08688401
808,0.08686637
809,0.086839564
810,0.08681944
811,0.086799346
812,0.08677618
813,0.08675485
814,0.08673365
815,0.08670803
816,0.08670803
817,0.08670803
818,0.08697065
819,0.08666494
820,0.08689199
821,0.08675689
822,0.086606316
823,0.086662844
824,0.08671534
825,0.08663557
826,0.086542286
827,0.08654604
828,0.08658626
829,0.08656366
830,0.086496755
831,0.086454324
832,0.0864701
833,0.08647812
834,0.086446404
835,0.086400665
836,0.08638081
837,0.086380996
838,0.08637408
839,0.086334586
840,0.08631315
841,0.08629545
842,0.086285844
843,0.08626593
844,0.08623226
845,0.086209714
846,0.08620062
847,0.08618399
848,0.08615312
849,0.08612361
850,0.08610903
851,0.08609771
852,0.0860761
853,0.08605298
854,0.0860314
855,0.08601323
856,0.085992984
857,0.0859789
858,0.08594978
859,0.08593064
860,0.08591133
861,0.08589289
862,0.08587213
863,0.085845515
864,0.08583233
865,0.0858056
866,0.085780784
867,0.085780784
868,0.085780784
869,0.085832216
870,0.08585969
871,0.08576707
872,0.085697375
873,0.08575788
874,0.085710995
875,0.08563948
876,0.08565702
877,0.08565944
878,0.08559679
879,0.085575074
880,0.08558281
881,0.08555844
882,0.0855153
883,0.08550206
884,0.08550128
885,0.085470974
886,0.08544155
887,0.08542194
888,0.08541693
889,0.08539154
890,0.08535955
891,0.08534211
892,0.08532611
893,0.08529956
894,0.08527223
895,0.0852581
896,0.08523845
897,0.08521468
898,0.08518904
899,0.08517253
900,0.08514873
901,0.085119784
902,0.08510193
903,0.08507889
904,0.08505622
905,0.08502957
906,0.08500909
907,0.08498771
908,0.08495073
909,0.08492631
910,0.08490179
911,0.08487978
912,0.08485429
913,0.084829494
914,0.08480863
915,0.08478643
916,0.08475707
917,0.08473326
918,0.08473326
919,0.08473326
920,0.085190564
921,0.08469589
922,0.0849706
923,0.08497918
924,0.08474596
925,0.08466556
926,0.08476705
927,0.08481863
928,0.08473513
929,0.084626295
930,0.08460684
931,0.084660865
932,0.08467671
933,0.0846226
934,0.08455909
935,0.08453858
936,0.08455847
937,0.084566176
938,0.08453535
939,0.08448717
940,0.08446832
941,0.08447
942,0.08447354
943,0.08444927
944,0.0844164
945,0.08439579
946,0.08438535
947,0.08438315
948,0.0843599
949,0.084335424
950,0.084314995
951,0.0843082
952,0.08429491
953,0.08427633
954,0.08425486
955,0.08423563
956,0.084224604
957,0.08421209
958,0.084189564
959,0.08417135
960,0.08415268
961,0.084140345
962,0.08412325
963,0.08410459
964,0.08407632
965,0.084068194
966,0.08404777
967,0.08403173
968,0.084014595
969,0.084014595
970,0.084014595
971,0.08425749
972,0.083986
973,0.08419348
974,0.08403926
975,0.08391749
976,0.08399607
977,0.08403583
978,0.08393465
979,0.08386201
980,0.08389325
981,0.083927296
982,0.083885826
983,0.08382084
984,0.08380551
985,0.08382406
986,0.08381443
987,0.08377983
988,0.08373873
989,0.08374181
990,0.08373647
991,0.08371979
992,0.08368607
993,0.08366101
994,0.083665036
995,0.08364661
996,0.08362835
997,0.08359721
998,0.083584584
999,0.08358134
1000,0.08356065
1001,0.08353467
1002,0.08351266
1003,0.08350528
1004,0.08348716
1005,0.083465904
1006,0.083446905
1007,0.08343191
1008,0.08341608
1009,0.08338933
1010,0.08337426
1011,0.0833594
1012,0.08333924
1013,0.08332112
1014,0.08330061
1015,0.0832815
1016,0.083263464
1017,0.083243705
1018,0.083224505
1019,0.08320501
1020,0.08320501
1021,0.08320501
1022,0.08360393
1023,0.0831727
1024,0.083434574
1025,0.083400324
1026,0.08318128
1027,0.08313896
1028,0.0832542
1029,0.08326365
1030,0.08316426
1031,0.08308241
1032,0.083100244
1033,0.0831459
1034,0.08313433
1035,0.083069056
1036,0.083021365
1037,0.08302711
1038,0.08305381
1039,0.08304243
1040,0.08299268
1041,0.082962506
1042,0.08295605
1043,0.08296468
1044,0.08295345
1045,0.08291938
1046,0.08289814
1047,0.082889535
1048,0.082888655
1049,0.08287216
1050,0.08284543
1051,0.08282554
1052,0.08281588
1053,0.082808
1054,0.08279281
1055,0.08276733
1056,0.08274906
1057,0.08273745
1058,0.082725
1059,0.08271068
1060,0.08269183
1061,0.082677536
1062,0.08266555
1063,0.082653746
1064,0.082627155
1065,0.082611084
1066,0.08259911
1067,0.082584694
1068,0.08256494
1069,0.08254662
1070,0.08253052
1071,0.08253052
1072,0.08253052
1073,0.08295408
1074,0.08248721
1075,0.08277496
1076,0.08273547
1077,0.0825112
1078,0.08246603
1079,0.08257827
1080,0.0826035
1081,0.082498886
1082,0.082413614
1083,0.08242312
1084,0.08247972
1085,0.08247226
1086,0.0824031
1087,0.08235445
1088,0.08235327
1089,0.08238151
1090,0.08237147
1091,0.08232806
1092,0.08229142
1093,0.08228672
1094,0.08229621
1095,0.08228448
1096,0.08225475
1097,0.08222423
1098,0.08221632
1099,0.08221991
1100,0.082203805
1101,0.08217717
1102,0.08215682
1103,0.08214598
1104,0.08213818
1105,0.08212418
1106,0.08210423
1107,0.08208309
1108,0.082074374
1109,0.08206123
1110,0.08204422
1111,0.08202346
1112,0.08201027
1113,0.08199829
1114,0.081986375
1115,0.081965916
1116,0.081946656
1117,0.081934854
1118,0.08192052
1119,0.081908934
1120,0.08188392
1121,0.08186934
1122,0.08186934
1123,0.08186934
1124,0.08204862
1125,0.08185953
1126,0.082001664
1127,0.08184017
1128,0.081797846
1129,0.0818741
1130,0.08184049
1131,0.08175356
1132,0.08174502
1133,0.081779964
1134,0.0817636
1135,0.081702
1136,0.08168599
1137,0.08169827
1138,0.08169315
1139,0.0816543
1140,0.08162596
1141,0.08162659
1142,0.08162258
1143,0.08159714
1144,0.081568256
1145,0.08155931
1146,0.08155398
1147,0.08153564
1148,0.081506476
1149,0.081491135
1150,0.08148438
1151,0.08146932
1152,0.081445046
1153,0.08142678
1154,0.08141433
1155,0.08139985
1156,0.08138162
1157,0.08136084
1158,0.08134738
1159,0.08133054
1160,0.08130952
1161,0.081291445
1162,0.081274256
1163,0.08126105
1164,0.081237994
1165,0.081223376
1166,0.08120766
1167,0.081188105
1168,0.08116905
1169,0.08114334
1170,0.081134655
1171,0.0811098
1172,0.081093796
1173,0.081093796
1174,0.081093796
1175,0.08122224
1176,0.08112285
1177,0.08118887
1178,0.08103803
1179,0.08104145
1180,0.0810933
1181,0.081023596
1182,0.08096628
1183,0.08100009
1184,0.08100664
1185,0.080956206
1186,0.08091754
1187,0.08092375
1188,0.08092782
1189,0.0808947
1190,0.080858245
1191,0.080854364
1192,0.08085772
1193,0.08083369
1194,0.080799446
1195,0.08079197
1196,0.08078762
1197,0.08076657
1198,0.080754384
1199,0.0807292
1200,0.0807218
1201,0.08070208
1202,0.08068063
1203,0.08066064
1204,0.080652036
1205,0.08063358
1206,0.08061754
1207,0.08059397
1208,0.08058292
1209,0.08056638
1210,0.08054537
1211,0.08053019
1212,0.08051615
1213,0.08049739
1214,0.08047724
1215,0.0804607
1216,0.08044365
1217,0.080424435
1218,0.080395386
1219,0.080384
1220,0.080371134
1221,0.080348745
1222,0.08032752
1223,0.08031261
1224,0.08031261
1225,0.08031261
1226,0.08082868
1227,0.080287375
1228,0.080551244
1229,0.08059001
1230,0.080355324
1231,0.08024647
1232,0.08034485
1233,0.08042858
1234,0.08035684
1235,0.080232985
1236,0.080205776
1237,0.080250315
1238,0.08029113
1239,0.0802537
1240,0.08018435
1241,0.08015458
1242,0.08017343
1243,0.0801943
1244,0.08017635
1245,0.08013327
1246,0.08010809
1247,0.080103934
1248,0.080114886
1249,0.080103256
1250,0.080069065
1251,0.0800427
1252,0.080042556
1253,0.080047
1254,0.08003678
1255,0.08001324
1256,0.07998432
1257,0.079982884
1258,0.07997717
1259,0.07996122
1260,0.07993627
1261,0.0799243
1262,0.079915546
1263,0.07990554
1264,0.079892084
1265,0.07987306
1266,0.07986143
1267,0.07984726
1268,0.0798378
1269,0.07982112
1270,0.07980713
1271,0.079790816
1272,0.07977528
1273,0.079765014
1274,0.07975029
1275,0.07975029
1276,0.07975029
1277,0.08031921
1278,0.079718776
1279,0.07997782
1280,0.08007327
1281,0.07983324
1282,0.07967221
1283,0.07974906
1284,0.07986361
1285,0.0798236
1286,0.07970464
1287,0.07963725
1288,0.07967203
1289,0.07972453
1290,0.0797144
1291,0.07964288
1292,0.079591416
1293,0.07958825
1294,0.079618484
1295,0.07962012
1296,0.07958801
1297,0.07954064
1298,0.07952175
1299,0.07953391
1300,0.07954002
1301,0.07951147
1302,0.07948617
1303,0.07946158
1304,0.07945989
1305,0.079460084
1306,0.0794479
1307,0.07942174
1308,0.079401
1309,0.07939835
1310,0.079392314
1311,0.07937545
1312,0.079348154
1313,0.079338014
1314,0.07933136
1315,0.079320714
1316,0.07929923
1317,0.07929093
1318,0.07927468
1319,0.07925679
1320,0.07925218
1321,0.079237446
1322,0.07922163
1323,0.07920634
1324,0.07919253
1325,0.07917999
1326,0.07917999
1327,0.07917999
1328,0.079907514
1329,0.07918916
1330,0.07937242
1331,0.07958588
1332,0.07939801
1333,0.079165086
1334,0.079144455
1335,0.07928093
1336,0.0793359
1337,0.07924574
1338,0.07911779
1339,0.07908888
1340,0.079137385
1341,0.07918783
1342,0.07916331
1343,0.07909543
1344,0.079038195
1345,0.07904272
1346,0.07907144
1347,0.07908047
1348,0.0790485
1349,0.079000235
1350,0.078982964
1351,0.07898958
1352,0.079001024
1353,0.078986764
1354,0.07895765
1355,0.078934416
1356,0.07892455
1357,0.078930035
1358,0.07892301
1359,0.0788983
1360,0.07887788
1361,0.07887099
1362,0.07886333
1363,0.078860335
1364,0.078843735
1365,0.07882352
1366,0.078810275
1367,0.07880383
1368,0.07879864
1369,0.07878363
1370,0.07876858
1371,0.07875712
1372,0.078747235
1373,0.07873363
1374,0.07871885
1375,0.07870519
1376,0.07869398
1377,0.07869398
1378,0.07869398
1379,0.07909326
1380,0.07866113
1381,0.07894523
1382,0.07887585
1383,0.0786641
1384,0.07865382
1385,0.0787661
1386,0.078765914
1387,0.07865871
1388,0.07858832
1389,0.07861712
1390,0.07866431
1391,0.078638576
1392,0.07857132
1393,0.07853434
1394,0.078553215
1395,0.07857725
1396,0.07855984
1397,0.07851605
1398,0.07848974
1399,0.07849186
1400,0.07850387
1401,0.07847954
1402,0.078441694
1403,0.078435816
1404,0.07843598
1405,0.078429036
1406,0.07841468
1407,0.078386754
1408,0.07837685
1409,0.07837443
1410,0.078365885
1411,0.07834759
1412,0.07832801
1413,0.07831617
1414,0.07831016
1415,0.078292094
1416,0.0782805
1417,0.07826833
1418,0.07825145
1419,0.07824448
1420,0.07822541
1421,0.078218594
1422,0.07820039
1423,0.078189805
1424,0.07817891
1425,0.0781542
1426,0.07814712
1427,0.07813534
1428,0.07813534
1429,0.07813534
1430,0.07876076
1431,0.07813204
1432,0.07835409
1433,0.07849036
1434,0.078276016
1435,0.07808348
1436,0.07813243
1437,0.07826216
1438,0.07825828
1439,0.07813805
1440,0.07804145
1441,0.07806107
1442,0.07811668
1443,0.07813437
1444,0.07807631
1445,0.07801466
1446,0.0779944
1447,0.0780239
1448,0.078042306
1449,0.07801691
1450,0.077973925
1451,0.077945456
1452,0.07794617
1453,0.077964544
1454,0.077956
1455,0.07792408
1456,0.07789756
1457,0.0778915
1458,0.07789898
1459,0.077894114
1460,0.077872194
1461,0.077849634
1462,0.07784113
1463,0.077837616
1464,0.07782837
1465,0.07781412
1466,0.07780022
1467,0.07778717
1468,0.07777837
1469,0.07777179
1470,0.07775856
1471,0.07774369
1472,0.07773066
1473,0.07772563
1474,0.07771521
1475,0.077700034
1476,0.07768811
1477,0.07767643
1478,0.07766707
1479,0.07766707
1480,0.07766707
1481,0.078420706
1482,0.07768694
1483,0.0778507
1484,0.07808994
1485,0.07790421
1486,0.07766207
1487,0.07763586
1488,0.0777678
1489,0.07783296
1490,0.07774336
1491,0.07762169
1492,0.0775761
1493,0.07762085
1494,0.077680066
1495,0.07766675
1496,0.077592984
1497,0.07754207
1498,0.07753685
1499,0.07757014
1500,0.07758091
1501,0.07755284
1502,0.07750589
1503,0.07747917
1504,0.07748785
1505,0.07750083
1506,0.07748825
1507,0.07746494
1508,0.07743725
1509,0.077422924
1510,0.07743406
1511,0.07743018
1512,0.07741255
1513,0.077385716
1514,0.07737736
1515,0.0773738
1516,0.07736756
1517,0.077355
1518,0.07733747
1519,0.07732413
1520,0.07731272
1521,0.07731009
1522,0.07729779
1523,0.077279635
1524,0.077269755
1525,0.07725705
1526,0.0772524
1527,0.07723936
1528,0.07722841
1529,0.077211365
1530,0.077211365
1531,0.077211365
1532,0.07730004
1533,0.07730703
1534,0.07724317
1535,0.07714459
1536,0.07721606
1537,0.07718706
1538,0.077115
1539,0.077123046
1540,0.07714459
1541,0.077091366
1542,0.077064365
1543,0.07707827
1544,0.077078484
1545,0.07704343
1546,0.07700756
1547,0.07700806
1548,0.07701265
1549,0.07699058
1550,0.07696227
1551,0.07695627
1552,0.07695403
1553,0.07693304
1554,0.07691508
1555,0.076905
1556,0.076893635
1557,0.07687696
1558,0.07685901
1559,0.07684956
1560,0.076836765
1561,0.07681947
1562,0.076796114
1563,0.07679142
1564,0.07678006
1565,0.07675989
1566,0.07674488
1567,0.07672831
1568,0.07671664
1569,0.07670325
1570,0.0766864
1571,0.076674536
1572,0.07665771
1573,0.07664059
1574,0.076625355
1575,0.07661075
1576,0.07659399
1577,0.07658051
1578,0.0765584
1579,0.076546036
1580,0.07653038
1581,0.07653038
1582,0.07653038
1583,0.076690726
1584,0.07658008
1585,0.07663231
1586,0.076523334
1587,0.076508775
1588,0.076517865
1589,0.07650133
1590,0.076486304
1591,0.07646274
1592,0.07644156
1593,0.07643415
1594,0.076444626
1595,0.07642895
1596,0.07638982
1597,0.0763786
1598,0.07639064
1599,0.07638932
1600,0.07636262
1601,0.07633922
1602,0.076328
1603,0.07633305
1604,0.0763187
1605,0.07630229
1606,0.076288275
1607,0.07627951
1608,0.076270714
1609,0.07625594
1610,0.07624915
1611,0.07623254
1612,0.07622067
1613,0.07621329
1614,0.07620337
1615,0.07618601
1616,0.0761728
1617,0.076163866
1618,0.07615217
1619,0.076139055
1620,0.07612689
1621,0.07611375
1622,0.07610092
1623,0.07609135
1624,0.07608009
1625,0.076066166
1626,0.0760564
1627,0.07604057
1628,0.076026365
1629,0.07601337
1630,0.076003775
1631,0.07598667
1632,0.07598667
1633,0.07598667
1634,0.07651232
1635,0.075968795
1636,0.0762486
1637,0.07627861
1638,0.076052554
1639,0.07595595
1640,0.07603407
1641,0.0761006
1642,0.07605113
1643,0.07596674
1644,0.075926594
1645,0.07594728
1646,0.07596342
1647,0.075956546
1648,0.07592735
1649,0.07590247
1650,0.075884655
1651,0.075876065
1652,0.07587957
1653,0.07588217
1654,0.07587039
1655,0.07584361
1656,0.0758203
1657,0.07581774
1658,0.07582216
1659,0.075815365
1660,0.07580475
1661,0.07578312
1662,0.07576909
1663,0.07577135
1664,0.07577097
1665,0.075755164
1666,0.07574195
1667,0.07572913
1668,0.07572481
