split,smoothing,clipping,point_filter,n_points,R2_NN,Pearson_NN,Spearman_NN,RMSE_NN,R2_Romero,Pearson_Romero,Spearman_Romero,RMSE_Romero,R2_improvement_NN_over_Romero
train,s1em4,raw,all,9848,1.0255041082555576e-5,0.0032023493067677013,0.05778961578478746,1.1633597826644573e7,6.243421049361124e-6,-0.00249868386342913,0.1137058981903865,1.1633598107380616e7,4.0116200331944525e-6
train,s1em4,raw,interior_only,9164,0.0003801090433156574,-0.01949638539103229,0.12216272605251877,3.233870860259356e6,0.00018520989404729644,-0.013609184180078409,0.19966265241171213,3.233870107254281e6,0.00019489914926836094
train,s1em4,middle99,all,9750,0.04470626398209051,-0.21143855840903406,0.06103795438384198,612.182710067325,0.06374215920698352,-0.2524720958977121,0.11872755972241604,602.9044607889887,-0.01903589522489301
train,s1em4,middle99,interior_only,9074,2.937186643775467e-5,-0.00541958175856354,0.1272087374190771,128.58372526269764,0.000991703499883962,-0.03149132420022953,0.20487896184236426,123.7075964697575,-0.0009623316334462072
train,s1em3,raw,all,9848,0.0014926917260097722,0.03863536884785458,0.06183329733580801,879761.839716043,5.199299959750525e-5,0.007210617144010993,0.12451729292513261,879763.4423667962,0.001440698726412267
train,s1em3,raw,interior_only,9164,0.0018434235628664777,-0.042935108744085855,0.12864207533758873,270422.29152680613,9.362829225249729e-5,-0.009676171363328436,0.21334745000510824,270420.84371830215,0.0017497952706139804
train,s1em3,middle99,all,9750,0.04860545823274217,-0.22046645602617684,0.06913389640891866,364.8479451195171,0.07164035534684438,-0.2676571600888801,0.13237045662661195,354.56303987667013,-0.023034897114102205
train,s1em3,middle99,interior_only,9074,0.00024569302988258177,0.015674598236719874,0.133094574625806,58.88500956568373,0.0008404681989641387,0.028990829566677437,0.2200086534768684,47.905558622746014,-0.000594775169081557
val,s1em4,raw,all,2106,0.008348533395625843,-0.09137030915798547,0.06516074558981452,12150.948847630243,0.02107115460788399,-0.14515906657141328,0.12933590212071264,12147.775796962653,-0.012722621212258148
val,s1em4,raw,interior_only,1960,6.833761666726652e-5,-0.008266656922073548,0.1222093879220484,3330.167851615514,0.0009160174946842908,0.030265780919782836,0.2235651172739363,3329.3684912573717,-0.0008476798780170243
val,s1em4,middle99,all,2086,0.034412834878559354,-0.18550696719681273,0.07058704114343516,262.023008719282,0.08744920468123017,-0.29571811693102296,0.1357193360455412,252.2891113327758,-0.05303636980267082
val,s1em4,middle99,interior_only,1942,0.0020264736836307484,-0.04501637128457544,0.12377449346307498,71.03942937223113,0.000153812990832578,0.012402136543054911,0.2238120836038197,59.64568811095583,0.0018726606927981703
val,s1em3,raw,all,2106,0.0006294971636404746,0.02508978205645626,0.08151590023734341,3.899095944725696e6,0.0008324209094713414,0.028851705486354552,0.13761187657384816,3.899096580049668e6,-0.00020292374583086683
val,s1em3,raw,interior_only,1960,0.0002031867244711674,0.014254358086955982,0.14397599934351316,1.0829716821757033e6,7.220186790732545e-8,0.00026870405264402963,0.2379999052371639,1.0829724408248162e6,0.0002031145226032601
val,s1em3,middle99,all,2086,0.022118856607609635,-0.14872409558511235,0.08060265752908499,569.7422015872329,0.06521751226520776,-0.25537719605557535,0.13457614985962166,563.1992347854848,-0.04309865565759813
val,s1em3,middle99,interior_only,1942,0.0008565219187614403,0.029266395725497874,0.14501617136006292,157.1212267043987,0.002438627036531822,0.04938245676889539,0.23716579873871338,153.5266794232044,-0.0015821051177703817
test,s1em4,raw,all,2148,0.07360170754061483,-0.2712963463458637,0.035286989909270296,920.083134604382,0.13930552151625344,-0.3732365490091417,0.10855725818637217,909.1142030864356,-0.06570381397563861
test,s1em4,raw,interior_only,2000,1.0265415794833144e-6,0.001013183882364556,0.08462822865705716,211.07440760960034,2.9863375350066507e-9,5.4647392755799895e-5,0.19877125219281305,207.92186915841432,1.0235552419483078e-6
test,s1em4,middle99,all,2128,0.029016714847210728,-0.17034293307093995,0.045116476696035995,396.5082384658667,0.05231135534950146,-0.22871675791139892,0.11864189031116236,388.7585625655177,-0.02329464050229073
test,s1em4,middle99,interior_only,1980,0.011315858299183556,-0.10637602314047821,0.08510343570703498,78.26297768245635,0.0015261047695086095,-0.03906539094273356,0.2013802506666626,65.52236160446269,0.009789753529674946
test,s1em3,raw,all,2148,0.004270196172545803,0.06534673804059238,0.044182913246692365,144889.46384465933,0.0030831539499854674,0.0555261555484032,0.11104741715922167,144892.22531921513,0.0011870422225603353
test,s1em3,raw,interior_only,2000,0.0019905144789756574,-0.04461518215782221,0.09367926541981636,40262.02733942169,0.0003342738382766474,-0.018283157229446106,0.20502256975564243,40260.29510308898,0.00165624064069901
test,s1em3,middle99,all,2128,0.0644022041297878,-0.2537758935158889,0.05168664671933162,493.54344665157123,0.092432776786194,-0.3040275921461636,0.1175120354791983,482.9675105569348,-0.028030572656406197
test,s1em3,middle99,interior_only,1980,0.0061718125190984,-0.0785608841542558,0.09403564805675663,70.40519437034489,0.0002266728420853424,0.01505565814188614,0.20979275710240594,57.15202098349045,0.005945139677013058
