split,smoothing,clipping,point_filter,n_points,R2_NN,Pearson_NN,Spearman_NN,RMSE_NN,R2_Romero,Pearson_Romero,Spearman_Romero,RMSE_Romero,R2_improvement_NN_over_Romero
train,s1em4,raw,all,9848,0.0001115820426403048,-0.01056324015822346,-0.1877642929448061,1.163359829177884e7,6.243421049361124e-6,-0.00249868386342913,0.1137058981903865,1.1633598107380616e7,0.00010533862159094367
train,s1em4,raw,interior_only,9164,8.471440682880745e-6,0.002910573943895043,-0.15174836422740695,3.2338700625176583e6,0.00018520989404729644,-0.013609184180078409,0.19966265241171213,3.233870107254281e6,-0.00017673845336441568
train,s1em4,middle99,all,9750,0.05122101934871937,-0.22632061185123942,-0.18642091453798362,606.9353374814041,0.06374215920698352,-0.2524720958977121,0.11872755972241604,602.9044607889887,-0.012521139858264148
train,s1em4,middle99,interior_only,9074,0.0025055377645021417,-0.05005534701210393,-0.1524372135755564,125.17498304257082,0.000991703499883962,-0.03149132420022953,0.20487896184236426,123.7075964697575,0.0015138342646181797
train,s1em3,raw,all,9848,7.910373891176002e-5,-0.00889402827248486,-0.20330238353122948,879763.5998689331,5.199299959750525e-5,0.007210617144010993,0.12451729292513261,879763.4423667962,2.7110739314254764e-5
train,s1em3,raw,interior_only,9164,8.072575626456506e-5,0.008984751319016295,-0.16414486073095455,270420.7151718015,9.362829225249729e-5,-0.009676171363328436,0.21334745000510824,270420.84371830215,-1.2902535987932226e-5
train,s1em3,middle99,all,9750,0.05081478175132548,-0.22542134271476044,-0.1990173797633687,358.6139092418542,0.07164035534684438,-0.2676571600888801,0.13237045662661195,354.56303987667013,-0.020825573595518898
train,s1em3,middle99,interior_only,9074,0.00810406811076997,-0.09002259777839101,-0.16517642056464377,51.01925290873147,0.0008404681989641387,0.028990829566677437,0.2200086534768684,47.905558622746014,0.007263599911805831
val,s1em4,raw,all,2106,0.007787534712053578,-0.08824700964935626,-0.20257619595728396,12149.33634735084,0.02107115460788399,-0.14515906657141328,0.12933590212071264,12147.775796962653,-0.013283619895830413
val,s1em4,raw,interior_only,1960,0.002070338131011042,-0.04550096846234201,-0.1627270394129437,3330.0210193860967,0.0009160174946842908,0.030265780919782836,0.2235651172739363,3329.3684912573717,0.0011543206363267512
val,s1em4,middle99,all,2086,0.04885521716380637,-0.22103216318854224,-0.197197995871717,256.6780621771998,0.08744920468123017,-0.29571811693102296,0.1357193360455412,252.2891113327758,-0.0385939875174238
val,s1em4,middle99,interior_only,1942,0.0030346081489666466,-0.05508727755994706,-0.16553081094153446,61.76817884817301,0.000153812990832578,0.012402136543054911,0.2238120836038197,59.64568811095583,0.0028807951581340686
val,s1em3,raw,all,2106,0.0003705882205637909,0.01925066805499983,-0.21862618809770426,3.899096243433443e6,0.0008324209094713414,0.028851705486354552,0.13761187657384816,3.899096580049668e6,-0.0004618326889075505
val,s1em3,raw,interior_only,1960,0.0005773768194174032,0.024028666617550862,-0.17559386662922902,1.0829721135650508e6,7.220186790732545e-8,0.00026870405264402963,0.2379999052371639,1.0829724408248162e6,0.0005773046175494959
val,s1em3,middle99,all,2086,0.05249097963113708,-0.22910909984358344,-0.2219599534052291,567.5068408192828,0.06521751226520776,-0.25537719605557535,0.13457614985962166,563.1992347854848,-0.012726532634070684
val,s1em3,middle99,interior_only,1942,0.0002123397509527069,-0.014571882203500922,-0.1794180863085334,154.33115755361393,0.002438627036531822,0.04938245676889539,0.23716579873871338,153.5266794232044,-0.002226287285579115
test,s1em4,raw,all,2148,0.0833410420083169,-0.2886884861027833,-0.22477012236699415,914.4011767000101,0.13930552151625344,-0.3732365490091417,0.10855725818637217,909.1142030864356,-0.05596447950793654
test,s1em4,raw,interior_only,2000,0.0003067157689148452,-0.017513302627284358,-0.18824785856196463,208.69384413063327,2.9863375350066507e-9,5.4647392755799895e-5,0.19877125219281305,207.92186915841432,0.0003067127825773102
test,s1em4,middle99,all,2128,0.04078947920066189,-0.20196405422911745,-0.22051130331026442,392.5464499368359,0.05231135534950146,-0.22871675791139892,0.11864189031116236,388.7585625655177,-0.011521876148839566
test,s1em4,middle99,interior_only,1980,0.013483283930481671,-0.11611754359476294,-0.19270192558554278,68.7901052894625,0.0015261047695086095,-0.03906539094273356,0.2013802506666626,65.52236160446269,0.011957179160973061
test,s1em3,raw,all,2148,0.012162363149433615,0.11028310455112159,-0.21871781001389415,144890.23831793727,0.0030831539499854674,0.0555261555484032,0.11104741715922167,144892.22531921513,0.009079209199448149
test,s1em3,raw,interior_only,2000,0.007141926735197191,-0.08450992092764725,-0.1855590508897627,40261.5438403461,0.0003342738382766474,-0.018283157229446106,0.20502256975564243,40260.29510308898,0.006807652896920544
test,s1em3,middle99,all,2128,0.043738990926339226,-0.209138688258149,-0.21639829305598918,486.7473832327659,0.092432776786194,-0.3040275921461636,0.1175120354791983,482.9675105569348,-0.04869378585985477
test,s1em3,middle99,interior_only,1980,0.01406093911782323,-0.11857883081656367,-0.19049599056348368,60.63223286855194,0.0002266728420853424,0.01505565814188614,0.20979275710240594,57.15202098349045,0.013834266275737887
